market_id,period,firm_id,region,firm_type,q_old,q_new,profit,action
8,2,2,1,new,0.0,0.6625000000000002,0.4389062500000003,
8,2,3,2,both,0.15000000000000005,0.5374999999999998,0.3920312499999998,
9,1,1,1,new,0.0,0.7909090909090908,0.6255371900826444,stay
9,1,2,1,pe,0.0,0.0,0.0,enter
9,1,3,2,old,0.35454545454545455,0.0,0.125702479338843,stay
9,1,4,2,both,0.0,0.7909090909090909,0.6255371900826446,exit
9,1,5,2,pe,0.0,0.0,0.0,enter
9,1,6,2,pe,0.0,0.0,0.0,enter
9,2,1,1,new,0.0,0.49444444444444446,0.24447530864197534,
9,2,2,1,new,0.0,0.49444444444444446,0.24447530864197534,
9,2,3,2,old,0.25555555555555554,0.0,0.06530864197530863,
9,2,5,2,new,0.0,0.49444444444444446,0.24447530864197534,
9,2,6,2,new,0.0,0.49444444444444446,0.24447530864197534,
10,1,1,1,old,0.2793103448275862,0.0,0.07801426872770512,exit
10,1,2,1,pe,0.0,0.0,0.0,enter
10,1,3,1,pe,0.0,0.0,0.0,stay_out
10,1,4,2,both,0.0,0.6275862068965516,0.39386444708680135,stay
10,1,5,2,both,0.0,0.6275862068965516,0.39386444708680135,stay
10,1,6,2,new,0.0,0.6275862068965518,0.39386444708680146,stay
10,2,2,1,new,0.0,0.4499999999999999,0.2024999999999999,
10,2,4,2,both,0.07777777777777782,0.5111111111111111,0.307037037037037,
10,2,5,2,both,0.07777777777777782,0.5111111111111111,0.307037037037037,
10,2,6,2,new,0.0,0.55,0.30250000000000005,
11,1,1,1,pe,0.0,0.0,0.0,stay_out
11,1,2,2,both,0.0,0.8090909090909091,0.6546280991735537,exit
11,1,3,2,new,0.0,0.8090909090909091,0.6546280991735537,stay
11,1,4,3,old,0.34545454545454546,0.0,0.11933884297520661,stay
11,2,3,2,new,0.0,1.16,1.3456,
11,2,4,3,old,0.46,0.0,0.2116,
12,1,1,1,pe,0.0,0.0,0.0,stay_out
12,1,2,1,pe,0.0,0.0,0.0,enter
12,1,3,2,old,0.31363636363636366,0.0,0.09836776859504133,exit
12,1,4,2,old,0.31363636363636366,0.0,0.09836776859504133,exit
12,1,5,2,both,0.0,1.1181818181818182,1.2503305785123966,stay
12,2,2,1,new,0.0,0.85,0.7224999999999999,
12,2,5,2,both,0.15000000000000005,0.7749999999999999,0.7393749999999999,
13,1,1,2,old,0.293103448275862,0.0,0.0859096313912009,exit
13,1,2,2,both,0.0,0.6258620689655173,0.39170332936979796,stay
13,1,3,2,new,0.0,0.6258620689655174,0.3917033293697981,stay
13,1,4,3,new,0.0,0.5758620689655171,0.33161712247324593,stay
13,2,2,2,both,0.1333333333333333,0.5958333333333334,0.4522395833333334,
13,2,3,2,new,0.0,0.6625000000000001,0.4389062500000001,
13,2,4,3,new,0.0,0.6124999999999998,0.3751562499999998,
14,1,1,1,old,0.18571428571428578,0.0,0.03448979591836737,innovate
14,1,2,1,new,0.0,0.7571428571428569,0.5732653061224486,exit
14,1,3,2,old,0.18571428571428572,0.0,0.03448979591836735,exit
14,1,4,2,old,0.18571428571428572,0.0,0.03448979591836735,stay
14,1,5,2,both,0.0,0.7571428571428572,0.5732653061224491,stay
14,2,1,1,both,0.0,0.7909090909090908,0.6255371900826444,
14,2,4,2,old,0.35454545454545455,0.0,0.125702479338843,
14,2,5,2,both,0.0,0.7909090909090909,0.6255371900826446,
15,1,1,1,new,0.0,0.45384615384615373,0.20597633136094665,exit
15,1,2,2,old,0.18076923076923082,0.0,0.032677514792899424,innovate
15,1,3,2,new,0.0,0.5038461538461539,0.25386094674556225,exit
15,1,4,2,new,0.0,0.5038461538461539,0.25386094674556225,stay
15,1,5,3,old,0.18076923076923082,0.0,0.032677514792899424,exit
15,1,6,3,both,0.0,0.45384615384615373,0.20597633136094665,exit
15,2,2,2,both,0.13333333333333325,0.8000000000000002,0.7644444444444446,
15,2,4,2,new,0.0,0.8666666666666667,0.7511111111111112,
16,1,1,1,new,0.0,0.6124999999999998,0.3751562499999998,stay
16,1,2,1,pe,0.0,0.0,0.0,enter
16,1,3,1,pe,0.0,0.0,0.0,enter
16,1,4,3,both,0.1333333333333333,0.5958333333333334,0.4522395833333334,stay
16,1,5,3,new,0.0,0.6625000000000001,0.4389062500000001,stay
16,2,1,1,new,0.0,0.4583333333333332,0.21006944444444434,
16,2,2,1,new,0.0,0.4583333333333332,0.21006944444444434,
16,2,3,1,new,0.0,0.4583333333333332,0.21006944444444434,
16,2,4,3,both,0.13333333333333336,0.34166666666666673,0.1800694444444445,
16,2,5,3,new,0.0,0.40833333333333344,0.1667361111111112,
17,1,1,1,pe,0.0,0.0,0.0,stay_out
17,1,2,2,old,0.24375000000000005,0.0,0.059414062500000024,stay
17,1,3,2,both,0.0,0.7687499999999999,0.5909765624999999,stay
17,1,4,3,old,0.24375,0.0,0.059414062499999996,exit
17,1,5,3,new,0.0,0.76875,0.5909765625000001,stay
17,1,6,3,pe,0.0,0.0,0.0,enter
17,2,2,2,old,0.2913043478260869,0.0,0.0848582230623818,
17,2,3,2,both,0.004347826086956626,0.5739130434782606,0.33189035916824167,
17,2,5,3,new,0.0,0.6260869565217393,0.39198487712665425,
17,2,6,3,new,0.0,0.6260869565217393,0.39198487712665425,
18,1,1,1,both,0.11111111111111127,0.3361111111111108,0.16266203703703688,stay
18,1,2,2,both,0.07777777777777772,0.4027777777777779,0.19960648148148155,stay
18,1,3,2,new,0.0,0.4416666666666667,0.1950694444444445,exit
18,1,4,3,new,0.0,0.4416666666666667,0.1950694444444445,exit
18,1,5,3,new,0.0,0.4416666666666667,0.1950694444444445,exit
18,1,6,3,pe,0.0,0.0,0.0,stay_out
18,2,1,1,both,0.10000000000000003,0.7999999999999999,0.73,
18,2,2,2,both,0.10000000000000003,0.7999999999999999,0.73,
19,1,1,1,old,0.46,0.0,0.2116,stay
19,1,2,2,pe,0.0,0.0,0.0,enter
19,1,3,2,pe,0.0,0.0,0.0,stay_out
19,1,4,3,both,0.0,1.16,1.3456,stay
19,1,5,3,pe,0.0,0.0,0.0,stay_out
19,2,1,1,old,0.35454545454545455,0.0,0.125702479338843,
19,2,2,2,new,0.0,0.7909090909090908,0.6255371900826444,
19,2,4,3,both,0.0,0.7909090909090909,0.6255371900826446,
20,1,1,1,old,0.25087719298245614,0.0,0.06293936595875654,innovate
20,1,2,1,new,0.0,0.4649122807017542,0.21614342874730672,exit
20,1,3,2,both,0.024561403508772,0.45263157894736816,0.2165958756540472,exit
20,1,4,2,pe,0.0,0.0,0.0,enter
20,1,5,3,both,0.0,0.5149122807017547,0.2651346568174826,stay
20,1,6,3,new,0.0,0.5149122807017547,0.2651346568174826,stay
20,2,1,1,both,0.11111111111111124,0.43444444444444424,0.24935925925925917,
20,2,4,2,new,0.0,0.48999999999999994,0.24009999999999992,
20,2,5,3,both,0.0777777777777776,0.5011111111111114,0.29613703703703725,
20,2,6,3,new,0.0,0.5400000000000001,0.29160000000000014,
21,1,1,1,old,0.2023809523809524,0.0,0.04095804988662133,exit
21,1,2,1,old,0.2023809523809524,0.0,0.04095804988662133,stay
21,1,3,1,new,0.0,0.5619047619047616,0.3157369614512468,exit
21,1,4,3,new,0.0,0.6119047619047621,0.37442743764172354,exit
21,1,5,3,new,0.0,0.6119047619047621,0.37442743764172354,stay
21,2,2,1,old,0.46,0.0,0.2116,
21,2,5,3,new,0.0,1.16,1.3456,
22,1,1,1,both,0.0,0.6142857142857142,0.3773469387755101,stay
22,1,2,1,new,0.0,0.6142857142857142,0.3773469387755101,stay
22,1,3,1,new,0.0,0.6142857142857142,0.3773469387755101,exit
22,1,4,1,pe,0.0,0.0,0.0,stay_out
22,1,5,2,old,0.1928571428571429,0.0,0.037193877551020424,innovate
22,1,6,2,old,0.1928571428571429,0.0,0.037193877551020424,exit
22,2,1,1,both,0.07777777777777767,0.6236111111111112,0.4434432870370371,
22,2,2,1,new,0.0,0.6625000000000002,0.4389062500000003,
22,2,5,2,both,0.11111111111111117,0.5569444444444442,0.38441550925925905,
23,1,1,1,old,0.19166666666666668,0.0,0.036736111111111115,exit
23,1,2,1,old,0.19166666666666668,0.0,0.036736111111111115,innovate
23,1,3,2,pe,0.0,0.0,0.0,stay_out
23,1,4,3,old,0.19166666666666665,0.0,0.03673611111111111,stay
23,1,5,3,old,0.19166666666666665,0.0,0.03673611111111111,innovate
23,1,6,3,both,0.0,1.0833333333333333,1.173611111111111,stay
23,2,2,1,both,0.004347826086956608,0.5739130434782607,0.3318903591682418,
23,2,4,3,old,0.29130434782608694,0.0,0.08485822306238185,
23,2,5,3,both,0.0,0.6260869565217392,0.39198487712665414,
23,2,6,3,both,0.0,0.6260869565217392,0.39198487712665414,
24,1,1,1,new,0.0,0.7687499999999999,0.5909765624999999,exit
24,1,2,1,pe,0.0,0.0,0.0,enter
24,1,3,2,old,0.24375000000000002,0.0,0.05941406250000001,innovate
24,1,4,2,pe,0.0,0.0,0.0,stay_out
24,1,5,3,old,0.24375000000000005,0.0,0.059414062500000024,stay
24,1,6,3,both,0.0,0.76875,0.5909765625000001,exit
24,2,2,1,new,0.0,0.7909090909090908,0.6255371900826444,
24,2,3,2,both,0.0,0.7909090909090909,0.6255371900826446,
24,2,5,3,old,0.35454545454545455,0.0,0.125702479338843,
25,1,1,1,new,0.0,0.6625000000000002,0.4389062500000003,exit
25,1,2,1,new,0.0,0.6625000000000002,0.4389062500000003,stay
25,1,3,1,pe,0.0,0.0,0.0,stay_out
25,1,4,1,pe,0.0,0.0,0.0,enter
25,1,5,2,both,0.15000000000000005,0.5374999999999998,0.3920312499999998,stay
25,1,6,3,pe,0.0,0.0,0.0,stay_out
25,2,2,1,new,0.0,0.6625000000000002,0.4389062500000003,
25,2,4,1,new,0.0,0.6625000000000002,0.4389062500000003,
25,2,5,2,both,0.15000000000000005,0.5374999999999998,0.3920312499999998,
26,1,1,1,old,0.23749999999999996,0.0,0.056406249999999984,innovate
26,1,2,1,old,0.23749999999999996,0.0,0.056406249999999984,exit
26,1,3,2,both,0.0,0.7875000000000001,0.6201562500000002,stay
26,1,4,2,both,0.0,0.7875000000000001,0.6201562500000002,stay
26,1,5,2,pe,0.0,0.0,0.0,enter
26,2,1,1,both,0.10833333333333342,0.3958333333333332,0.21130208333333328,
26,2,3,2,both,0.041666666666666685,0.5291666666666667,0.30380208333333336,
26,2,4,2,both,0.041666666666666685,0.5291666666666667,0.30380208333333336,
26,2,5,2,new,0.0,0.55,0.30250000000000005,
27,1,1,1,old,0.19166666666666668,0.0,0.036736111111111115,innovate
27,1,2,1,old,0.19166666666666668,0.0,0.036736111111111115,stay
27,1,3,2,old,0.19166666666666665,0.0,0.03673611111111111,stay
27,1,4,2,old,0.19166666666666665,0.0,0.03673611111111111,innovate
27,1,5,2,pe,0.0,0.0,0.0,enter
27,1,6,3,new,0.0,1.0833333333333333,1.173611111111111,exit
27,2,1,1,both,0.0,0.5619047619047616,0.3157369614512468,
27,2,2,1,old,0.20238095238095247,0.0,0.04095804988662135,
27,2,3,2,old,0.20238095238095238,0.0,0.040958049886621314,
27,2,4,2,both,0.0,0.6119047619047621,0.37442743764172354,
27,2,5,2,new,0.0,0.6119047619047621,0.37442743764172354,
28,1,1,1,new,0.0,0.39166666666666644,0.1534027777777776,stay
28,1,2,2,new,0.0,0.4416666666666667,0.1950694444444445,stay
28,1,3,2,new,0.0,0.4416666666666667,0.1950694444444445,stay
28,1,4,3,both,0.13333333333333333,0.375,0.20840277777777777,exit
28,1,5,3,new,0.0,0.4416666666666667,0.1950694444444445,stay
28,2,1,1,new,0.0,0.4899999999999999,0.24009999999999987,
28,2,2,2,new,0.0,0.5400000000000001,0.29160000000000014,
28,2,3,2,new,0.0,0.5400000000000001,0.29160000000000014,
28,2,5,3,new,0.0,0.4899999999999999,0.24009999999999987,
29,1,1,1,pe,0.0,0.0,0.0,stay_out
29,1,2,2,both,0.0,1.16,1.3456,stay
29,1,3,3,old,0.46,0.0,0.2116,innovate
29,2,2,2,both,0.10000000000000003,0.7999999999999999,0.73,
29,2,3,3,both,0.10000000000000003,0.7999999999999999,0.73,
30,1,1,2,old,0.29130434782608694,0.0,0.08485822306238185,innovate
30,1,2,2,both,0.0,0.6260869565217392,0.39198487712665414,stay
30,1,3,2,new,0.0,0.6260869565217393,0.39198487712665425,stay
30,1,4,3,both,0.004347826086956558,0.5739130434782607,0.3318903591682417,exit
30,1,5,3,pe,0.0,0.0,0.0,enter
30,2,1,2,both,0.07777777777777777,0.5111111111111111,0.30703703703703694,
30,2,2,2,both,0.07777777777777777,0.5111111111111111,0.30703703703703694,
30,2,3,2,new,0.0,0.55,0.30250000000000005,
30,2,5,3,new,0.0,0.45,0.2025,
31,1,1,1,old,0.29999999999999993,0.0,0.08999999999999996,innovate
31,1,2,1,new,0.0,0.6,0.36,stay
31,1,3,2,new,0.0,0.6,0.36,stay
31,1,4,2,pe,0.0,0.0,0.0,enter
31,1,5,3,new,0.0,0.6,0.36,stay
31,2,1,1,both,0.13333333333333333,0.37500000000000006,0.20840277777777785,
31,2,2,1,new,0.0,0.4416666666666667,0.1950694444444445,
31,2,3,2,new,0.0,0.44166666666666665,0.19506944444444443,
31,2,4,2,new,0.0,0.44166666666666665,0.19506944444444443,
31,2,5,3,new,0.0,0.3916666666666665,0.15340277777777764,
32,1,1,1,old,0.18076923076923077,0.0,0.032677514792899404,exit
32,1,2,1,old,0.18076923076923077,0.0,0.032677514792899404,exit
32,1,3,1,both,0.0,0.4538461538461538,0.2059763313609467,exit
32,1,4,2,both,0.0,0.45384615384615373,0.20597633136094665,exit
32,1,5,3,both,0.0,0.5038461538461539,0.25386094674556225,stay
32,1,6,3,both,0.0,0.5038461538461539,0.25386094674556225,stay
32,2,5,3,both,0.08888888888888885,0.8222222222222223,0.7570370370370372,
32,2,6,3,both,0.08888888888888885,0.8222222222222223,0.7570370370370372,
33,1,1,2,new,0.0,0.575862068965517,0.3316171224732458,stay
33,1,2,2,pe,0.0,0.0,0.0,stay_out
33,1,3,3,old,0.29310344827586204,0.0,0.08590963139120093,stay
33,1,4,3,both,0.0,0.6258620689655174,0.3917033293697981,stay
33,1,5,3,new,0.0,0.6258620689655173,0.39170332936979796,exit
33,1,6,3,pe,0.0,0.0,0.0,enter
33,2,1,2,new,0.0,0.575862068965517,0.3316171224732458,
33,2,3,3,old,0.29310344827586204,0.0,0.08590963139120093,
33,2,4,3,both,0.0,0.6258620689655174,0.3917033293697981,
33,2,6,3,new,0.0,0.6258620689655173,0.39170332936979796,
34,1,1,1,both,0.0,0.6258620689655172,0.39170332936979785,stay
34,1,2,1,new,0.0,0.6258620689655173,0.39170332936979796,exit
34,1,3,3,old,0.29310344827586204,0.0,0.08590963139120093,exit
34,1,4,3,new,0.0,0.5758620689655171,0.33161712247324593,stay
34,2,1,1,both,0.15000000000000002,0.7749999999999999,0.7393749999999998,
34,2,4,3,new,0.0,0.85,0.7224999999999999,
35,1,1,1,old,0.20238095238095236,0.0,0.04095804988662131,stay
35,1,2,1,old,0.20238095238095236,0.0,0.04095804988662131,stay
35,1,3,1,new,0.0,0.6119047619047621,0.37442743764172354,exit
35,1,4,1,new,0.0,0.6119047619047621,0.37442743764172354,exit
35,1,5,2,new,0.0,0.5619047619047618,0.315736961451247,stay
35,1,6,3,pe,0.0,0.0,0.0,enter
35,2,1,1,old,0.24375000000000005,0.0,0.059414062500000024,
35,2,2,1,old,0.24375000000000005,0.0,0.059414062500000024,
35,2,5,2,new,0.0,0.7687499999999999,0.5909765624999999,
35,2,6,3,new,0.0,0.7687499999999999,0.5909765624999999,
36,1,1,1,old,0.20238095238095236,0.0,0.04095804988662131,stay
36,1,2,1,old,0.20238095238095236,0.0,0.04095804988662131,exit
36,1,3,1,both,0.0,0.6119047619047621,0.37442743764172354,exit
36,1,4,1,both,0.0,0.6119047619047621,0.37442743764172354,stay
36,1,5,2,new,0.0,0.5619047619047618,0.315736961451247,stay
36,1,6,2,pe,0.0,0.0,0.0,enter
36,2,1,1,old,0.2913043478260869,0.0,0.0848582230623818,
36,2,4,1,both,0.004347826086956626,0.5739130434782606,0.33189035916824167,
36,2,5,2,new,0.0,0.6260869565217393,0.39198487712665425,
36,2,6,2,new,0.0,0.6260869565217393,0.39198487712665425,
37,1,1,1,old,0.20238095238095244,0.0,0.04095804988662134,stay
37,1,2,1,new,0.0,0.611904761904762,0.3744274376417234,stay
37,1,3,1,new,0.0,0.611904761904762,0.3744274376417234,exit
37,1,4,1,pe,0.0,0.0,0.0,stay_out
37,1,5,3,old,0.20238095238095236,0.0,0.04095804988662131,exit
37,1,6,3,both,0.0,0.5619047619047618,0.315736961451247,exit
37,2,1,1,old,0.46,0.0,0.2116,
37,2,2,1,new,0.0,1.16,1.3456,
38,1,1,1,old,0.1809523809523809,0.0,0.03274376417233558,innovate
38,1,2,1,both,0.0,0.7761904761904762,0.6024716553287982,exit
38,1,3,1,new,0.0,0.7761904761904763,0.6024716553287984,stay
38,1,4,2,old,0.18095238095238092,0.0,0.03274376417233559,stay
38,1,5,2,old,0.18095238095238092,0.0,0.03274376417233559,stay
38,1,6,2,pe,0.0,0.0,0.0,enter
38,2,1,1,both,0.0,0.611904761904762,0.3744274376417234,
38,2,3,1,new,0.0,0.6119047619047621,0.37442743764172354,
38,2,4,2,old,0.20238095238095238,0.0,0.040958049886621314,
38,2,5,2,old,0.20238095238095238,0.0,0.040958049886621314,
38,2,6,2,new,0.0,0.5619047619047618,0.315736961451247,
39,1,1,1,both,0.0,0.6260869565217393,0.39198487712665425,stay
39,1,2,1,new,0.0,0.6260869565217393,0.39198487712665425,stay
39,1,3,1,pe,0.0,0.0,0.0,enter
39,1,4,2,old,0.29130434782608694,0.0,0.08485822306238185,exit
39,1,5,3,both,0.0043478260869566025,0.5739130434782607,0.3318903591682418,stay
39,1,6,3,pe,0.0,0.0,0.0,stay_out
39,2,1,1,both,0.05555555555555558,0.5222222222222223,0.30481481481481487,
39,2,2,1,new,0.0,0.5499999999999999,0.30249999999999994,
39,2,3,1,new,0.0,0.5499999999999999,0.30249999999999994,
39,2,5,3,both,0.12222222222222227,0.3888888888888888,0.21370370370370367,
40,1,1,1,both,0.12500000000000014,0.2624999999999997,0.11734374999999986,stay
40,1,2,3,both,0.02499999999999991,0.46250000000000013,0.2260937500000001,exit
40,1,3,3,both,0.02499999999999991,0.46250000000000013,0.2260937500000001,stay
40,1,4,3,new,0.0,0.4750000000000001,0.22562500000000008,exit
40,1,5,3,new,0.0,0.4750000000000001,0.22562500000000008,stay
40,2,1,1,both,0.11111111111111122,0.5569444444444441,0.38441550925925894,
40,2,3,3,both,0.07777777777777771,0.6236111111111112,0.4434432870370371,
40,2,5,3,new,0.0,0.6625000000000001,0.4389062500000001,
41,1,1,1,new,0.0,0.76875,0.5909765625000001,stay
41,1,2,2,old,0.24375000000000002,0.0,0.05941406250000001,stay
41,1,3,2,old,0.24375000000000002,0.0,0.05941406250000001,exit
41,1,4,2,new,0.0,0.7687499999999999,0.5909765624999999,stay
41,1,5,2,pe,0.0,0.0,0.0,stay_out
41,1,6,2,pe,0.0,0.0,0.0,stay_out
41,2,1,1,new,0.0,0.7909090909090908,0.6255371900826444,
41,2,2,2,old,0.35454545454545455,0.0,0.125702479338843,
41,2,4,2,new,0.0,0.7909090909090909,0.6255371900826446,
42,1,1,1,old,0.18095238095238098,0.0,0.03274376417233561,exit
42,1,2,1,old,0.18095238095238098,0.0,0.03274376417233561,exit
42,1,3,2,old,0.18095238095238092,0.0,0.03274376417233559,exit
42,1,4,2,pe,0.0,0.0,0.0,stay_out
42,1,5,3,new,0.0,0.7761904761904762,0.6024716553287982,stay
42,1,6,3,new,0.0,0.7761904761904762,0.6024716553287982,stay
42,2,5,3,new,0.0,0.8666666666666667,0.7511111111111112,
42,2,6,3,new,0.0,0.8666666666666667,0.7511111111111112,
43,1,1,1,old,0.29130434782608694,0.0,0.08485822306238185,exit
43,1,2,1,both,0.0,0.6260869565217392,0.39198487712665414,exit
43,1,3,1,new,0.0,0.6260869565217393,0.39198487712665425,stay
43,1,4,1,pe,0.0,0.0,0.0,stay_out
43,1,5,2,pe,0.0,0.0,0.0,enter
43,1,6,3,both,0.004347826086956558,0.5739130434782607,0.3318903591682417,exit
43,2,3,1,new,0.0,0.8499999999999999,0.7224999999999998,
43,2,5,2,new,0.0,0.85,0.7224999999999999,
44,1,1,2,both,0.0,0.6275862068965516,0.39386444708680135,stay
44,1,2,2,both,0.0,0.6275862068965516,0.39386444708680135,stay
44,1,3,2,new,0.0,0.6275862068965516,0.39386444708680135,stay
44,1,4,3,old,0.2793103448275862,0.0,0.07801426872770512,innovate
44,1,5,3,pe,0.0,0.0,0.0,stay_out
44,2,1,2,both,0.041666666666666706,0.5291666666666666,0.3038020833333332,
44,2,2,2,both,0.041666666666666706,0.5291666666666666,0.3038020833333332,
44,2,3,2,new,0.0,0.5500000000000002,0.30250000000000016,
44,2,4,3,both,0.10833333333333325,0.39583333333333337,0.21130208333333333,
45,1,1,1,new,0.0,0.5999999999999999,0.3599999999999998,stay
45,1,2,1,pe,0.0,0.0,0.0,enter
45,1,3,1,pe,0.0,0.0,0.0,enter
45,1,4,2,new,0.0,0.6,0.36,exit
45,1,5,3,old,0.30000000000000004,0.0,0.09000000000000002,stay
45,1,6,3,new,0.0,0.6,0.36,stay
45,2,1,1,new,0.0,0.525,0.275625,
45,2,2,1,new,0.0,0.525,0.275625,
45,2,3,1,new,0.0,0.525,0.275625,
45,2,5,3,old,0.25000000000000006,0.0,0.06250000000000003,
45,2,6,3,new,0.0,0.4249999999999999,0.1806249999999999,
46,1,1,1,old,0.25087719298245614,0.0,0.06293936595875654,exit
46,1,2,1,new,0.0,0.4649122807017542,0.21614342874730672,exit
46,1,3,2,both,0.024561403508772,0.45263157894736816,0.2165958756540472,exit
46,1,4,3,both,0.0,0.5149122807017547,0.2651346568174826,stay
46,1,5,3,new,0.0,0.5149122807017547,0.2651346568174826,exit
46,1,6,3,pe,0.0,0.0,0.0,enter
46,2,4,3,both,0.13333333333333325,0.8000000000000002,0.7644444444444446,
46,2,6,3,new,0.0,0.8666666666666667,0.7511111111111112,
47,1,1,1,old,0.34545454545454546,0.0,0.11933884297520661,exit
47,1,2,1,pe,0.0,0.0,0.0,stay_out
47,1,3,1,pe,0.0,0.0,0.0,stay_out
47,1,4,3,new,0.0,0.8090909090909091,0.6546280991735537,stay
47,1,5,3,new,0.0,0.8090909090909091,0.6546280991735537,stay
47,1,6,3,pe,0.0,0.0,0.0,enter
47,2,4,3,new,0.0,0.6625,0.43890625,
47,2,5,3,new,0.0,0.6625,0.43890625,
47,2,6,3,new,0.0,0.6625,0.43890625,
48,1,1,1,both,0.09166666666666679,0.5666666666666664,0.3814583333333331,exit
48,1,2,1,pe,0.0,0.0,0.0,enter
48,1,3,1,pe,0.0,0.0,0.0,enter
48,1,4,2,both,0.05833333333333329,0.6333333333333334,0.4414583333333334,stay
48,1,5,2,both,0.05833333333333329,0.6333333333333334,0.4414583333333334,stay
48,1,6,2,pe,0.0,0.0,0.0,stay_out
48,2,2,1,new,0.0,0.5199999999999999,0.2703999999999999,
48,2,3,1,new,0.0,0.5199999999999999,0.2703999999999999,
